,address,business_dba,business_type,city,latitude,longitude,zip_code
888,905 SPRUCE AVENUE ,A & D AUTO SALES AND SERVICE,TIRE DEALER,Kansas City,39.101486,-94.531684,64127
889,10205 STATE LINE ROAD ,CVS/PHARMACY #8553....,PACKAGE,Kansas City,38.943001,-94.608118,10205
890,815 W 17TH STREET ,NOVEL,RESTAURANT-BAR,Kansas City,39.093034,-94.594032,64108
891,2712 TRUMAN ROAD ,DR. RON'S AUTO REPAIR,TIRE DEALER,Kansas City,39.094708000000004,-94.549959,64127
892,6606 LANE AVENUE ,JORGE TREVINO CASTRO,TLS VEHICLE,Kansas City,39.003142,-94.47760600000001,64133
893,6318 BROOKSIDE PLAZA,JALAPENOS MEXICAN RESTAURANT,RESTAURANT-BAR,Kansas City,39.013273,-94.590745,64113
894,1501 ANDREWS STREET ,AIRPORT LUXURY,TLS VEHICLE,Kansas City,38.804971,-94.258655,64080
895,4205 24TH STREET,DELUXE LIQUORS,PACKAGE,Kansas City,39.082244,-94.533381,64127
896,500 WESTPORT ROAD,KELLY'S WESTPORT INN,TAVERN,Kansas City,39.052828000000005,-94.591553,64111
897,11810 BLUE RIDGE BLVD ,DISCOUNT LIQUOR DELI & TOBACCO,PACKAGE,Kansas City,38.909794,-94.521558,11810
898,56 ROME CIRCLE ,HOST INTERNATIONAL- TERMINAL B,RESTAURANT-BAR,Kansas City,39.293651000000004,-94.718819,64153
899,1627 OAK ,MADRIGALL,TAVERN,Kansas City,39.094034,-94.578799,64108
900,8420 N MADISON AVENUE ,TARGET STORE  T-1177,PACKAGE,Kansas City,39.248492999999996,-94.593531,64155
901,410-412 NW ENGLEWOOD ROAD ,REAL JALISCO FINE MEXICAN CUISINE,RESTAURANT-BAR,Kansas City,39.196231,-94.58588,64118
902,1100 ROCKHURST ROAD ,ROCKHURST UNIVERSITY,NON PROFIT ORGINIZATION,Kansas City,39.032758,-94.572975,64110
903,1609 CHARLOTTE ,A-1 ALIGNMENT SHOP,TIRE DEALER,Kansas City,39.093529,-94.574216,64108
904,8011 STATE LINE ROAD ,QUIK TRIP  # 222,PACKAGE,Kansas City,38.982999,-94.608225,64114
905,6606 BLUE RIDGE BLVD ,TITLEMAX 6,SHORT TERM LOAN,Kansas City,39.003763,-94.482236,64133
0,716  N LIBERTY ST,MISSOURI FREEDOM FUND,Jewelry Sales/Design/Repair,INDEPENDENCE,39.097320556640604,-94.43407440185551,64050
1,9514  E 23RD ST S C,A & A AUTO SALES & SERVICE,Auto/Truck Sales/Used,INDEPENDENCE,39.081611633300795,-94.46692657470699,64052
2,9514  E 23RD ST S C,A & A AUTO SALES & SERVICE,Auto/Truck Sales/Used,INDEPENDENCE,39.081611633300795,-94.46692657470699,64052
3,9514  E 23RD ST S C,A & A AUTO SALES & SERVICE,Auto/Truck Sales/Used,INDEPENDENCE,39.081611633300795,-94.46692657470699,64052
4,11014  E WINNER RD,A SECRET GARDEN,Gift/Novelty/Specialty Items,INDEPENDENCE,39.087974548339794,-94.4476089477539,64052
5,3107  N UNION ST,ACE SECRETARIAL OFFICE SOLUTIONS,Secretarial/Word Processing Service,INDEPENDENCE,39.123100280761705,-94.42186737060551,64050
6,1113  S FULLER AVE,"ACTION ALARM, INC.",Alarm/Security/Warning Systems,INDEPENDENCE,39.080623626709,-94.4337310791016,64050
7,11205  E US 24 HWY,ADVANCE AMERICA CASH ADV CNTR OF MO,Loans-Short Term,INDEPENDENCE,39.101966857910206,-94.4439697265625,64054
8,10401  E US 24 HWY,AJAX AUTO INC,Auto Repair/Restoration/Sales,INDEPENDENCE,39.102321624755895,-94.4550323486328,64053
9,1109  S FULLER AVE  B,AL HERN- WHOLESALE ONE AUTO,Auto Sales/Wholesale Only,INDEPENDENCE,39.0808143615723,-94.43372344970699,64050
10,13400  E 12TH TERR N,ALAN D MAPEL,Lawn/Landscape/Tree Services,INDEPENDENCE,39.1282806396484,-94.41546630859379,64050
11,1100  S STERLING AVE,ALL PRO AUTOMOTIVE,Auto Repair/Body Work,INDEPENDENCE,39.096061706543004,-94.4458999633789,64054
12,627  S COTTAGE AVE,"ALLIANCE PUMP & MECHANICAL SERV,INC",Water/Waste Water Eqpmt/Repair,INDEPENDENCE,39.0804557800293,-94.42950439453129,64050
13,9520  E TRUMAN RD,AMERICAN BLOCK SERVICE,Auto/Boat Engine Rebuild/Repair,INDEPENDENCE,39.0959320068359,-94.4648590087891,64052
14,1603  S MENOWN AVE,AMERICAN TOWER,Communication Relay Tower/Signal Service,INDEPENDENCE,39.0912628173828,-94.4742965698242,64052
15,1709  N RIVER BLVD,"ANDRAE CATERING, LLC",Catering Service/Rentals,INDEPENDENCE,39.110633850097706,-94.42589569091801,64050
16,1412   DICKINSON RD,ASSOCIATED PRODUCTION & DESIGN,Sound/Lighting-Sales/Service,INDEPENDENCE,39.106071472168004,-94.40426635742192,64050
17,1223  W TRUMAN RD,"AUTO CARE EXPERTS, INC",Auto Repair & Clean Up,INDEPENDENCE,39.0941886901855,-94.43173217773442,64050
18,10500  E US 24 HWY   THRU 103,AUTO NOW,Auto/Truck Sales/Used,INDEPENDENCE,39.1030769348145,-94.45413208007808,64053
19,605  N HIGH ST,"AUTOMATION DYNAMICS, LLC",Indrstl/Commercial Equip Design/Mfg/Sale,INDEPENDENCE,39.096736907959,-94.41180419921879,64050
20,11206  E TRUMAN RD,AUTOZONE #2383,Auto Parts-Retail Sales,INDEPENDENCE,39.0953521728516,-94.4441375732422,64050
21,537  E US 24 HWY,"AUTOTEK, LLC",Auto Repair-Light,INDEPENDENCE,39.1002922058105,-94.40863037109379,64050
22,537  E US 24 HWY,"AUTOTEK, LLC",Auto Repair-Light,INDEPENDENCE,39.1002922058105,-94.40863037109379,64050
23,217  S HOME AVE,AUTUMN OAKS ROOFING,Roofing/Siding/Windows Contractor,INDEPENDENCE,39.10719680786129,-94.4586334228516,64053
24,2020  N LIBERTY ST,ALLEN'S HOME REPAIR,Residential Remodel &/Or Repair,INDEPENDENCE,39.114288330078104,-94.41637420654301,64050
25,9623  E INDEPENDENCE AVE,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.1024894714355,-94.46270751953129,64053
26,301  E LEXINGTON AVE,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.0916786193848,-94.4112777709961,64050
27,950  N SPRING ST,AT&T MOBILITY,Communication Relay Tower/Signal Service,INDEPENDENCE,39.100006103515604,-94.4207305908203,64050
28,531  S PLEASANT ST   #100,B & H MGMNT SYST,Cleaning/Maintenance Service,INDEPENDENCE,39.0870246887207,-94.4211196899414,64050
29,531  S PLEASANT ST   #100,B & H MGMNT SYST,Cleaning/Maintenance Service,INDEPENDENCE,39.0870246887207,-94.4211196899414,64050
30,531  S PLEASANT ST   #100,B & H MGMNT SYST,Cleaning/Maintenance Service,INDEPENDENCE,39.0870246887207,-94.4211196899414,64050
31,11100  E WINNER RD,B-VOGUE,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.0880241394043,-94.4468765258789,64052
32,500  W TRUMAN RD,BAPTIST DAY CARE,Child Care Center,INDEPENDENCE,39.0944404602051,-94.4211196899414,64050
33,411  W WALNUT ST,BARELLE CREATIONS,Jewelry Sales/Design/Repair,INDEPENDENCE,39.0898094177246,-94.42059326171879,64050
34,8715  E THOMPSON AVE,BARGAIN PARADISE FREIGHT BROKERAGE,Broker/Freight,INDEPENDENCE,39.105476379394496,-94.47913360595699,64053
35,220  W 23RD ST,BARR'S AUTO REPAIR,Auto Repair/Used Auto Sales,INDEPENDENCE,39.0795936584473,-94.4181671142578,64050
36,1001  W US 24 HWY,BEER & TOBACCO OUTLET,Convenience Store W/Gas Sales,INDEPENDENCE,39.1015281677246,-94.42774200439449,64050
37,417  S SPRING ST,BELLIS GUTTERING,Roofing And/Or Guttering,INDEPENDENCE,39.0881958007813,-94.419677734375,64050
38,2219  N LIBERTY ST,BEST CARPET CLEANING LLC,Carpet/Upholstery Cleaning,INDEPENDENCE,39.1196517944336,-94.41488647460942,64050
39,1511  N HOCKER AVE,BEST COMMUNICATIONS,Communication Cabling/Install/Srv/Sales,INDEPENDENCE,39.107368469238295,-94.4081802368164,64050
40,120  E RUBY AVE,"BETHALAN, INC",Insulation/Siding Mtrls-Whsl,INDEPENDENCE,39.085777282714794,-94.4148178100586,64050
41,213  W MAPLE AVE,BIG JOHN'S CORNER BAR,Bar/Lounge,INDEPENDENCE,39.092681884765604,-94.4177017211914,64050
42,330  S LIBERTY ST,"BLUE CHIP RESOURCES, INC",Industrial Maintenance Service,INDEPENDENCE,39.088924407959,-94.4176712036133,64050
43,906  S MAIN ST,BOBBY SIMKINS,Entertainment/Rec Serv/Promoter/Planner,INDEPENDENCE,39.08286666870121,-94.4158248901367,64050
44,506  S OXFORD AVE,BODY SHOP #52,Auto Body/Top Repair/Detail,INDEPENDENCE,39.106559753418004,-94.4676666259766,64053
45,9512  E WILSON RD,BODY SHOP #52,Warehouse & Distribution,INDEPENDENCE,39.106964111328104,-94.4642105102539,64053
46,1600  S ARLINGTON AVE,BRENNAN'S MODEL RAILROADING,Crafts/Hobbies Retail Sales,INDEPENDENCE,39.090030670166,-94.4648666381836,64052
47,827  W COLLEGE ST,BRYANT CHILD & FAMILY LEARNING CTR,Child Care Center,INDEPENDENCE,39.097740173339794,-94.42669677734379,64050
48,1030  W 23RD ST  B,BUDDY'S AUTOMOTIVE LLC,Auto Repair-Light,INDEPENDENCE,39.0804557800293,-94.42950439453129,64050
49,1326  W 23RD ST,"BUDGET MUFFLER, LLC",Auto Repair-Light,INDEPENDENCE,39.0801773071289,-94.4336624145508,64050
50,11500  E 23RD ST S,BURGER KING,Restaurant,INDEPENDENCE,39.0803871154785,-94.4406356811523,64052
51,305  E NICKELL TERR,BECK MECH,Heating/Cooling/Plumbing/Electrical,INDEPENDENCE,39.1049842834473,-94.4102096557617,64050
52,324  W FARMER ST,C & C ENTERPRISES,Direct Sales,INDEPENDENCE,39.0960083007813,-94.41943359375,64050
53,509  S ARLINGTON AVE,C & H CONTRACTING,Roofing And/Or Guttering,INDEPENDENCE,39.1062431335449,-94.4632110595703,64053
54,132  W LINDEN AVE,CARL HEATH TREE SERVICE,Tree Service,INDEPENDENCE,39.084300994873,-94.41687774658199,64050
55,1501  W LEXINGTON AVE,CARSON-SPEAKS CHAPEL,Funeral Home,INDEPENDENCE,39.086765289306605,-94.4329833984375,64050
56,819  W WALDO AVE,CENTER PLACE RESTORATION SCHOOL,Schools-Elementary/Secondary,INDEPENDENCE,39.096076965331996,-94.4259796142578,640500000
57,201  S MAIN ST,CHICAGO TITLE INSURANCE CO.,Title Services,INDEPENDENCE,39.0908355712891,-94.4153594970703,64050
58,405  E US 24 HWY,CHRISMAN PLAZA CASH SAVER,Grocery Store,INDEPENDENCE,39.1002922058105,-94.40863037109379,64050
59,701  N NOLAND RD,CHURCH'S CHICKEN,Restaurant,INDEPENDENCE,39.0976791381836,-94.41272735595699,64050
60,10610  E 23RD ST S,CHURCH'S CHICKEN,Restaurant,INDEPENDENCE,39.0809669494629,-94.4528579711914,64052
61,431  N GRAND AVE,CLARKS,Hauling/Light General-No Route,INDEPENDENCE,39.096260070800795,-94.4290771484375,64050
62,2209  N LIBERTY ST,CLASSIC POOL CONSTRUCTION CO,Residential Construction,INDEPENDENCE,39.118690490722706,-94.4156951904297,640500000
63,9534  E WINNER RD,CLASSY CARS,Auto Body Shop & Used Auto Sales,INDEPENDENCE,39.096733093261705,-94.4647445678711,64052
64,100  W MAPLE AVE,CLINTONS SODA FOUNTAIN,Ice Cream/Yogurt Snack Shop,INDEPENDENCE,39.0929756164551,-94.4158172607422,64050
65,312  S MAIN ST,CODY SALES & ENGINEERING INC,Industrial Machinery/Equip Serv-Whsl,INDEPENDENCE,39.0893783569336,-94.4162445068359,64050
66,151  E LEXINGTON AVE,COLEMAN KEYS BONDING-D SAVAGE,Bail Bonds-Commercial/Out of City Locatn,INDEPENDENCE,39.0917472839355,-94.4135208129883,64050
67,336  S KENTUCKY AVE,COLLINS ROOFING,Commercial Constr/Tenant Finish,INDEPENDENCE,39.1077842712402,-94.4744873046875,64053
68,404  N NOLAND RD,COMMUNITY SERVICES LEAGUE,Used Merchandise Sales,INDEPENDENCE,39.094913482666,-94.41339111328129,64050
69,9520  E TRUMAN RD,COMPETITION HEAD SERVICE,Auto Repair-Light,INDEPENDENCE,39.0959320068359,-94.4648590087891,64052
70,416  E COLLEGE ST,COMPREHENSIVE MENTAL HEALTH SERVICE,Boarding Center,INDEPENDENCE,39.0983276367188,-94.4093780517578,64050
71,177  W US 24 HWY,CONNIE STYLISTIC,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.1010856628418,-94.4162826538086,64050
72,113  W LEXINGTON AVE,COURTHOUSE RESTAURANT,Restaurant/Bar,INDEPENDENCE,39.091854095459,-94.41641235351558,64050
73,10101  E TRUMAN RD,CURT'S MARKET,Grocery Store,INDEPENDENCE,39.0950317382813,-94.45819091796879,64052
74,556  S ARLINGTON AVE,CMD TELECOMMUNICATIONS,Communication/Telephone/Cellular Service,INDEPENDENCE,39.1046104431152,-94.464111328125,64053
75,721  W JONES ST,COMPREHENSIVE MENTAL HEALTH SERVICE,Crisis Center/Social Services,INDEPENDENCE,39.0952644348145,-94.4205551147461,64050
76,503  W LEXINGTON AVE,CSKW,Library/Archives,INDEPENDENCE,39.0920753479004,-94.42184448242192,64050
77,1020  N WILLIS AVE,D & D AUTOMOTIVE,Storage/Warehousing,INDEPENDENCE,39.1027984619141,-94.42984008789058,64054
78,1000  N WILLIS AVE  #A,D & D GARAGE,Auto Repair-Light,INDEPENDENCE,39.102325439453104,-94.42987060546879,64050
79,605  N HIGH ST,"DATA CONSULTANTS, INC.",Computer Sales/Leasing/Service,INDEPENDENCE,39.096736907959,-94.41180419921879,64050
80,214  W MAPLE AVE,DAVE'S BAKERY & DELI,Bakery Products-Retail,INDEPENDENCE,39.09312057495121,-94.4181976318359,64050
81,11606  E TRUMAN RD,DEANNA'S DOGGIE BOUTIQUE,Pet Services &/Or Products,INDEPENDENCE,39.0948143005371,-94.4379196166992,64050
82,202  N LIBERTY ST,DESIGNERS AVENUE UPHOLSTERY,Upholstery/Furniture Repair,INDEPENDENCE,39.093090057373,-94.4172897338867,64050
83,120  W WALNUT ST,"DEVELOPING POTENTIAL, INC.",Adult Day Care Center,INDEPENDENCE,39.090274810791,-94.4161834716797,64050
84,1000  S NOLAND RD,DIAMOND GIRLS BARTENDERS,Entertainment/Rec Serv/Promoter/Planner,INDEPENDENCE,39.08127975463871,-94.41433715820308,64050
85,110  S HAWTHORNE AVE,DILLON ENGINEERING,Electrical Contractor,INDEPENDENCE,39.1096229553223,-94.46031951904301,64053
86,111  N MAIN ST,DO-SAL'S COLLECTIBLE TREASURES,Antique/Collectible Sales,INDEPENDENCE,39.092586517334,-94.41527557373051,64050
87,216  W US 24 HWY,DODGE CITY MOTORSPORTS,Motorcycle-New & Used Sales/Parts/Repair,INDEPENDENCE,39.101768493652294,-94.417724609375,64050
88,214  W US 24 HWY,DODGE CITY MOTORSPORTS,Auto Repair-Light,INDEPENDENCE,39.101768493652294,-94.417724609375,64050
89,1014  W US 24 HWY,DOLLAR GENERAL STORE #1216,General Merchandise Retail,INDEPENDENCE,39.1024932861328,-94.4281158447266,64050
90,10338  E TRUMAN RD,"DON LUCHO MINI MARKET,LLC 2",Convenience Store,INDEPENDENCE,39.0954933166504,-94.4547882080078,64052
91,918  N DODGION AVE,DONERIGHT AUTOSOUND,Internet Sales/Purchasing/Leasing,INDEPENDENCE,39.100532531738295,-94.4119186401367,64050
92,733  S NORTHERN BLVD,E C KRAUS HOME WINE & BEER MAKING,Beer/Wine Making Supplies,INDEPENDENCE,39.0998687744141,-94.45104217529301,64053
93,11401  E TRUMAN RD,E R MANN SERVICES,Heating &/Or Cooling Contractor,INDEPENDENCE,39.0942993164063,-94.44091033935551,64050
94,226  W MAPLE AVE,EDWARD D JONES & CO #06496,Stock/Security/Commodities Broker,INDEPENDENCE,39.09312057495121,-94.4181976318359,64050
95,1208  S HARVARD AVE,ENGELMAN ENGINEERING,Auto Repair/Restoration/Sales,INDEPENDENCE,39.0943717956543,-94.4471817016602,64052
96,10904  E WINNER RD,ENGLEWOOD CAFE,Food Sales-Carry Out/Delivery,INDEPENDENCE,39.0882453918457,-94.4491424560547,64052
97,10917  E WINNER RD,ENGLEWOOD THEATER,Theater,INDEPENDENCE,39.087348937988295,-94.44869995117192,64052
98,1212  W RUBY AVE   B,ERA ENVIRONMENTAL & SAFETY,Environmental-Consultant/Contractor,INDEPENDENCE,39.086616516113295,-94.4303817749023,64052
99,201  N FOREST AVE,EVANS CATERING,Catering Service/Rentals,INDEPENDENCE,39.093467712402294,-94.4354095458984,64050
100,911  N LYNN ST,"EDO INDUSTRIES, INC",Mail Order/Catalog Sls/Pre Ordered Items,INDEPENDENCE,39.100502014160206,-94.41363525390629,64050
101,11010  E WINNER RD  DWNST SHOP,ESTETICA UNISEX LINDA,Beauty/Skin Services &/or Retail,INDEPENDENCE,39.087985992431605,-94.44790649414058,64052
102,1112   DICKINSON RD  #B,FAIRFIELD MOTOR SPORTS,Small Engine Repair,INDEPENDENCE,39.102569580078104,-94.4044876098633,64050
103,10609  E US 24 HWY,FAIRMOUNT LIQUORS,Liquor Sales/Original Package,INDEPENDENCE,39.1023101806641,-94.4515762329102,64053
104,10817  E US 24 HWY,FAIRMOUNT MOBILE HOME PARK,Mobile Home Park,INDEPENDENCE,39.101554870605504,-94.4498138427734,64053
105,11714  E 23RD ST S,FAMILY DOLLAR STORES #21942,General Merchandise Retail,INDEPENDENCE,39.0805549621582,-94.4381332397461,64052
106,11213  E US 24 HWY,FAMILY DOLLAR STORES #21960,General Merchandise Retail,INDEPENDENCE,39.101966857910206,-94.4439697265625,64054
107,513  E US 24 HWY,FANTASTIC SAM'S,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.1002922058105,-94.40863037109379,64050
108,10529  E US 40 HWY,FASTENAL COMPANY,Distribution,INDEPENDENCE,39.095851898193395,-94.41259765625,64050
109,1027  S PARK AVE,FELDKAMP CHILDCARE,Child Care - 4 Or Less,INDEPENDENCE,39.0811996459961,-94.4356842041016,64050
110,2408  N LIBERTY ST,FRED WILLIAMS HVAC,Heating &/Or Cooling Contractor,INDEPENDENCE,39.1222534179688,-94.4165191650391,64050
111,3325  S BLUE RIDGE BLVD,FUN PROJECTS,Fundraising Service,INDEPENDENCE,39.082790374755895,-94.44054412841801,64052
112,1600  W WHITE OAK AVE,FOREST VIEW SENIOR RESIDENCES LLC,Home w/Support Living Srvs,INDEPENDENCE,39.0963172912598,-94.4352645874023,64050
113,1600  W WHITE OAK AVE,FOREST VIEW SENIOR RESIDENCES LLC,Home w/Support Living Srvs,INDEPENDENCE,39.0963172912598,-94.4352645874023,64050
114,206  W HALLIBURTON CT,G & G WORKSHOP,Wood & Metal Pattern,INDEPENDENCE,39.0803108215332,-94.4178085327148,64050
115,107  W LEXINGTON AVE,"GAME CAFE, LLC",Toy/Hobby Sales,INDEPENDENCE,39.091865539550795,-94.41610717773442,64050
116,213  N MAIN ST,GATEWAY SPORTING GOODS,Sporting Goods/Supplies-Retail Sls,INDEPENDENCE,39.09328079223629,-94.41525268554692,64050
117,316  W JONES ST,GLASS BIZ,Glass Or Glazing Work,INDEPENDENCE,39.1089477539063,-94.4185028076172,64050
118,112  S MEMORIAL DR,GREG'S LOCK & KEY SERVICE INC,Key/Lock Sales &/Or Service,INDEPENDENCE,39.0913963317871,-94.41354370117192,64050
119,1117  S FULLER AVE,"GROW YOUR OWN HYDROPONICS, INC",Lawn/Garden/Nursery/Implement Sales,INDEPENDENCE,39.0804328918457,-94.4337387084961,64050
120,1009  N COTTAGE AVE   #,"GAMBLE CO., INC",General Contractor,INDEPENDENCE,39.102241516113295,-94.4254302978516,64050
121,630  S COTTAGE AVE,"GFE, INC",Equipment-Special Machine Manufacturing,INDEPENDENCE,39.085521697998,-94.4272079467773,64052
122,1621  N LIBERTY ST,HALE'S MOBILE HOME PARK INC,Mobile Home Park,INDEPENDENCE,39.109458923339794,-94.4152069091797,64050
123,220  W WHITE OAK AVE,HAWTHORN BANK,Bank,INDEPENDENCE,39.094810485839794,-94.4179458618164,64050
124,924  W US 24 HWY,HI BOY #2,Restaurant,INDEPENDENCE,39.1021385192871,-94.4270553588867,64050
125,11112  E WINNER RD,HILL FLOWER SHOP,Flowers/Plants-Fresh Retail,INDEPENDENCE,39.08790969848629,-94.4461822509766,64052
126,401  N SPRING ST,HILLCREST TRANSITIONAL HOUSING OF E,Charitable Organization/Solicitation,INDEPENDENCE,39.094818115234396,-94.4194107055664,64050
127,401  N HOCKER TERR,HOUSING AUTHORITY OF INDEPENDENCE,Office-Billing/Admin/Constr/Recruiting,INDEPENDENCE,39.0942726135254,-94.4076080322266,64050
128,210  S PLEASANT ST,HOUSING AUTHORITY OF INDEPENDENCE,Office-Billing/Admin/Constr/Recruiting,INDEPENDENCE,39.090782165527294,-94.4220962524414,64050
129,100  E US 24 HWY,"HUB CYCLE, INC",Motorcycle-New & Used Sales/Parts/Repair,INDEPENDENCE,39.1018829345703,-94.4147796630859,64050
130,907 1/2 S CRYSLER AVE,HEAT ZONE TANNING,Tanning Salon,INDEPENDENCE,39.0829925537109,-94.4317398071289,64052
131,11109  E WINNER RD,HOME SWEET HOME,Bakery Products-Retail,INDEPENDENCE,39.0873222351074,-94.4469223022461,64052
132,501  W LEXINGTON AVE,"I-470 DEVELOPMENT, INC",Real Estate Development/Construction,INDEPENDENCE,39.092071533203104,-94.42160034179692,64050
133,612  N DODGION AVE,IMPACT TOWING & RECOVERY,Tow Service/Tow Lot,INDEPENDENCE,39.0968742370605,-94.4112319946289,64050
134,300  S NOLAND RD,INDEPENDENCE ANIMAL HOSPITAL,Pet Services &/Or Products,INDEPENDENCE,39.0895957946777,-94.4139862060547,64050
135,1401  W TRUMAN RD,INDEPENDENCE CAMPUS BOOKSTORE,Book Sales-Retail or Wholesale,INDEPENDENCE,39.0935859680176,-94.4337387084961,64050
136,150  E KANSAS AVE,INDEPENDENCE GROWTH CENTRE,Counseling/Mediation/Training Servcs,INDEPENDENCE,39.0911750793457,-94.4135208129883,64055
137,737  S NORTHERN BLVD,"INDEPENDENCE HYDRAULICS, INC.",Industrial Machinery/Equip Serv-Whsl,INDEPENDENCE,39.0953025817871,-94.44650268554692,64052
138,409  N LIBERTY ST,"INDEPENDENCE MEALS ON WHEELS, INC.",Charitable Organization/Solicitation,INDEPENDENCE,39.0950355529785,-94.4165573120117,640500000
139,308  W MAPLE AVE  #201,"INDEPENDENCE RENAISSANCE, LLC",Commercial/Residentl Remodel &/Or Repair,INDEPENDENCE,39.0931434631348,-94.41907501220699,64050
140,308  W MAPLE AVE  #201,"INDEPENDENCE RENAISSANCE, LLC",Commercial/Residentl Remodel &/Or Repair,INDEPENDENCE,39.0931434631348,-94.41907501220699,64050
141,117  E COLLEGE ST,INDEPENDENCE RENT-ALL,Rental/Leasing Equip/Tents/Furniture,INDEPENDENCE,39.0971641540527,-94.4145736694336,64050
142,216  W US 24 HWY,INDEPENDENCE RV/OVERNIGHT PARK,Trailer/RV Park,INDEPENDENCE,39.101768493652294,-94.417724609375,64050
143,202  W MAPLE AVE,"INDEPENDENCE SQUARE ASSOCIATION,INC",Office-Billing/Admin/Constr/Recruiting,INDEPENDENCE,39.091667175293004,-94.4153060913086,64050
144,537  E US 24 HWY,INDEPENDENCE AUTO MART,Auto/Truck Sales/Used,INDEPENDENCE,39.1002922058105,-94.40863037109379,64050
145,0   WALNUT & LIBERTY,INDEPENDENCE FARMERS MARKET,Farmers Market,INDEPENDENCE,39.09421920776371,-94.4176788330078,64050
146,703  S COTTAGE AVE,IPE (INDEPENDENCE PORCELAIN ENAMEL),Porcelain/Enameling Application,INDEPENDENCE,39.084510803222706,-94.4255905151367,64050
147,1218  S WILLOW AVE,ITT CONSTRUCTION CO. LLC,General Contractor,INDEPENDENCE,39.0941963195801,-94.45423126220699,64052
148,10428  E TRUMAN RD,J & J AUTO REPAIR,Auto Repair-Light,INDEPENDENCE,39.095497131347706,-94.4535369873047,64052
149,10428  E TRUMAN RD,J AND J MUFFLER,Muffler &/Or Brake Shop,INDEPENDENCE,39.095497131347706,-94.4535369873047,64052
150,712  S PARK AVE,JANA MARIE PHOTOGRAPHY,Photography,INDEPENDENCE,39.085487365722706,-94.43531036376949,64052
151,3403  N SPRING ST,JELINEK'S PEST CONTROL,Pest Control/Disinfecting,INDEPENDENCE,39.1256332397461,-94.41876220703129,64050
152,1221  W US 24 HWY,JETTOVA-YIREH MECHANIC SHOP,Auto Repair-Light,INDEPENDENCE,39.1016426086426,-94.4311370849609,64050
153,10125  E US 24 HWY,JOHN KRAMER,Storage/Warehousing,INDEPENDENCE,39.1024932861328,-94.4578399658203,64053
154,9001  E WINNER RD,JOHNSON AUTO BODY,"Auto Restoration, Repair, Whlsl",INDEPENDENCE,39.10642623901371,-94.4731216430664,64053
155,211  E US 24 HWY,JEL ENTERPRISES,Auto Sales/Wholesale Only,INDEPENDENCE,39.100978851318395,-94.41189575195308,64050
156,1010  N NOLAND RD,"K & C BUDGET LOT, LLC",Auto/Truck Sales/Used,INDEPENDENCE,39.101490020752,-94.4135894775391,64050
157,1901  S BLUE RIDGE BLVD,K I BLUE RIDGE CEMETERY,Cemetery/Funeral Services,INDEPENDENCE,39.087554931640604,-94.4745101928711,64052
158,601  N NOLAND RD,"KLINGINSMITH BODY SHOP, INC",Tow Service/Tow Lot,INDEPENDENCE,39.0966377258301,-94.4128570556641,64050
159,601  N NOLAND RD,"KLINGINSMITH BODY SHOP, INC.",Auto Body Shop & Used Auto Sales,INDEPENDENCE,39.0966377258301,-94.4128570556641,64050
160,500  N DODGION AVE,"KNITCRAFT, INC.",Embroidery/Needlework Service,INDEPENDENCE,39.0957832336426,-94.4112930297852,64050
161,9512  E WINNER RD,"KRAMER PRODUCTS, INC.",Office-Billing/Admin/Constr/Recruiting,INDEPENDENCE,39.0983238220215,-94.46544647216801,64052
162,720  W 23RD ST   UNIT A,"KC WIRELESS, INC.",Electronic Sales/Serv/Install,INDEPENDENCE,39.0803070068359,-94.42568969726558,64050
163,907 1/2 S CRYSLER AVE,KIM'S DANCE CO.,Dance Instruction/Studio,INDEPENDENCE,39.0829925537109,-94.4317398071289,64052
164,1855  S STERLING AVE,"L GRACE KOHAN PIANO LESSONS, LLC",Instructional Courses/Services,INDEPENDENCE,39.0855369567871,-94.4457244873047,64052
165,419  S LIBERTY ST,"LANDIS-COLVIN ACCOUNTANTS, INC",Accounting/Bookeeping Srv,INDEPENDENCE,39.088039398193395,-94.4168853759766,64050
166,11014  E TRUMAN RD,LANGER TOW,Tow Service/Tow Lot,INDEPENDENCE,39.0952796936035,-94.4470443725586,64052
167,11014  E TRUMAN RD,LANGER TOW & AUTOBODY LLC,Auto Body/Top Repair/Detail,INDEPENDENCE,39.0952796936035,-94.4470443725586,64052
