,AccountNumber,AccountStatus,AccountStatusDescription,Address,BusinessDescription,BusinessName,City,CouncilDistrict,Date,EffectiveDate,EmployeeRange,HomeBasedBusiness,latitude,longitude,NumberOfEmployees,SIC,StartDate,State,Status,ZIPcode
435,40254,AC,Active Status,1608  N KIGER RD,Crafts/Novelties Mfg & Sales,C R DESIGNS,INDEPENDENCE,2,2013-01-30,1/31/2017,0-10,YES,39.1083908081055,-94.3957595825195,0,3999,1/1/1999,MO,RENEWAL,64050
436,79194,AC,Active Status,15514  E US 24 HWY,Tow Service-Office Only/No Park/No Emply,CALL TO RESCUE TOW,INDEPENDENCE,2,2013-01-29,1/31/2017,0-10,YES,39.1086463928223,-94.392463684082,0,7549F,1/12/2010,MO,RENEWAL,64050
437,65419,AC,Active Status,1117  S WOODBURY ST,Travel Agency/Agent,CANTWELL CERTIFIED TRAVEL,INDEPENDENCE,2,2012-12-31,1/31/2017,0-10,YES,39.0792579650879,-94.3955917358398,2,4724,1/27/2006,MO,RENEWAL,64050
438,6369,AC,Active Status,1117  S WOODBURY ST,Vending Company,"CANTWELL ENTERPRISES, INC",INDEPENDENCE,2,2012-03-29,4/30/2017,0-10,YES,39.0792579650879,-94.3955917358398,1,5962,5/14/1987,MO,RENEWAL,64050
439,29330,AC,Active Status,15552  E US 24 HWY,Hair/Nail Salon (Business Owner),CAROLYN'S HAIR UNLIMITED,INDEPENDENCE,2,2012-10-24,10/31/2016,0-10,NO,39.1102752685547,-94.3921051025391,0,7231,10/13/1994,MO,RENEWAL,64050
440,55303,AC,Active Status,28500  E TRUMAN RD,Residential Construction,CARSON CONSTRUCTION CO.,INDEPENDENCE,2,2012-12-05,11/30/2016,0-10,YES,39.0816230773926,-94.2431793212891,0,1521,11/1/2002,MO,RENEWAL,64016
441,41707,AC,Active Status,522  E 23RD ST S,Loans-Short Term,CASH IN A FLASH! PAYDAY LOANS,INDEPENDENCE,2,2012-09-13,8/31/2016,0-10,NO,39.0792694091797,-94.408935546875,0,6099,8/1/1999,MO,RENEWAL,64050
442,51578,AC,Active Status,1908  S ELLISON WAY,Residential Remodel &/Or Repair,"CASSELMAN ENTERPRISE, INC.",INDEPENDENCE,2,2012-11-19,10/31/2016,0-10,YES,39.0830497741699,-94.3834457397461,0,1521E,10/12/2001,MO,RENEWAL,64050
443,62343,AC,Active Status,1102  E 23RD ST S,Pet Services &/Or Products,CEDAR RIDGE ANIMAL HOSPITAL,INDEPENDENCE,2,2013-02-27,1/31/2017,0-10,NO,39.0790634155273,-94.399658203125,10,0752,1/1/2005,MO,RENEWAL,64050
444,4326,AC,Active Status,20920  E TRUMAN RD,Concrete/Asphalt/Stucco Work,"CENTRAL FOUNDATION CO., INC.",INDEPENDENCE,2,2012-06-25,4/30/2017,0-10,NO,39.0913543701172,-94.3315124511719,2,1771,3/25/1977,MO,RENEWAL,64056
446,42701,AC,Active Status,1523  E US 24 HWY,Auto Storage,CERTIFIED CARS & FINANCE,INDEPENDENCE,2,2012-10-31,10/31/2016,0-10,NO,39.1025924682617,-94.3969650268555,0,4225B,5/25/1999,MO,RENEWAL,64050
447,50522,AC,Active Status,17911  E US 24 HWY  B-4,Restaurant,CHINA WOK,INDEPENDENCE,2,2012-08-09,8/31/2016,0-10,NO,39.1219711303711,-94.3653182983398,0,5812,8/1/2001,MO,RENEWAL,64056
448,1708,AC,Active Status,17345  E KENTUCKY RD,Dance Instruction/Studio,CLAUDIA'S SCHOOL OF DANCE INC,INDEPENDENCE,2,2012-04-13,4/30/2017,0-10,YES,39.1278457641602,-94.3723297119141,0,7911,3/20/1981,MO,RENEWAL,64056
449,33644,AC,Active Status,530  S M 291 HWY,Hauling-Constr Equip/Debris,CLYMORE TRUCKING CO.,INDEPENDENCE,2,2012-06-06,6/30/2017,11-25,NO,39.0996322631836,-94.3816528320313,16,4212I,6/1/1996,MO,RENEWAL,64050
450,1870,AC,Active Status,17601  E US 24 HWY,Bank,"COMMERCE BANK,N.A. (K.C.)",INDEPENDENCE,2,2012-12-19,12/31/2016,0-10,NO,39.1206512451172,-94.3695373535156,0,6011,9/2/1975,MO,RENEWAL,64056
451,59754,AC,Active Status,17886  E 23RD ST S,Mental Health Services,COMPREHENSIVE MENTAL HEALTH SERVICS,INDEPENDENCE,2,2012-05-09,5/31/2017,26-50,NO,39.0786895751953,-94.3702087402344,33,9431,5/1/2004,MO,RENEWAL,64057
452,82792,AC,Active Status,17844  E 23RD ST S,Mental Health Services,"COMPREHENSIVE MENTAL HEALTH SRV,INC",INDEPENDENCE,2,2012-04-10,4/30/2017,75+,NO,39.0791168212891,-94.3713073730469,76,9431,9/6/2001,MO,RENEWAL,64057
453,88524,AC,Active Status,1216  N HOLLAND DR,Computer Repair/Consulting,CREEKSIDE COMPUTER SERVICES,INDEPENDENCE,2,2012-10-19,10/19/2016,0-10,YES,39.1244049072266,-94.3412399291992,1,7378B,1/1/2012,MO,RENEWAL,64056
454,30264,AC,Active Status,21200  E TRUMAN RD,Recreation/Amusement Facility/Service,CROSSFIRE RECREATIONAL CENTER,INDEPENDENCE,2,2012-04-06,4/30/2017,0-10,NO,39.0916633605957,-94.3302841186523,0,7999,4/1/1995,MO,RENEWAL,64057
456,68896,AC,Active Status,19433  E 11TH TERR N,Travel Agent/Internet Only,CRUISE PLANNERS,INDEPENDENCE,2,2013-03-01,2/28/2017,0-10,YES,39.1221656799316,-94.3477478027344,0,4724A,1/1/2007,MO,RENEWAL,64056
459,79173,AC,Active Status,16400  E TRUMAN RD  I C,Concrete Work/Excavation,"D & S CALLAHAN CONST., INC.",INDEPENDENCE,2,2013-03-15,1/31/2017,0-10,NO,39.094409942627,-94.3835067749023,0,1611H,1/1/2010,MO,RENEWAL,64050
461,6229,AC,Active Status,24900  E BUNDSCHU RD,Auto Repair/Restoration/Sales,D W AUTO RESTORATION & SALES,INDEPENDENCE,2,2012-05-01,4/30/2017,0-10,NO,39.1194343566895,-94.2830581665039,0,7538EC,5/1/1987,MO,RENEWAL,64056
462,64111,AC,Active Status,1520  E 23RD ST S B,Hair/Nail Salon (Business Owner),DANIELLE S SHEPARD,INDEPENDENCE,2,2012-08-15,8/31/2016,0-10,NO,39.0790138244629,-94.3932266235352,0,7231,9/1/2005,MO,RENEWAL,64050
464,88555,AC,Active Status,16820  E US 24 HWY,Convenience Store,DIRT CHEAP SMOKES AND LIQUOR,INDEPENDENCE,2,2012-10-24,10/31/2016,0-10,NO,39.118896484375,-94.3787307739258,2,5411,12/1/2012,MO,NEW,64056
465,33698,AC,Active Status,17515  E US 24 HWY,Tobacco Products/Electronic Cigarettes,DISCOUNT SMOKE SHOP,INDEPENDENCE,2,2012-09-28,9/30/2016,0-10,NO,39.1201667785645,-94.3701095581055,0,5993,9/1/1996,MO,RENEWAL,64056
466,88047,AC,Active Status,17005  E US 24 HWY,General Merchandise Retail,DOLLAR GENERAL STORE #3379,INDEPENDENCE,2,2013-03-18,3/31/2017,0-10,NO,39.1192436218262,-94.3834686279297,0,5399,3/1/1996,MO,RENEWAL,64056
467,85330,AC,Active Status,1701  N GLEN ELLYN ST,Commercial Constr-Indstrl/Wrhs,DON CHAFFEE EXHIBIT SERVICES,INDEPENDENCE,2,2012-11-09,11/30/2016,0-10,YES,39.1328392028809,-94.3452224731445,0,1541,9/19/2011,MO,RENEWAL,64056
468,76914,AC,Active Status,15300  E TRUMAN RD,Auto Service,DON'S AUTO SERVICE,INDEPENDENCE,2,2013-01-24,12/31/2016,0-10,NO,39.0936813354492,-94.3983840942383,0,7549,12/6/2005,MO,RENEWAL,64050
469,76828,AC,Active Status,530  S M 291 HWY,Trucking,"DOUBLE TAKE ENTERPRISES, LLC",INDEPENDENCE,2,2012-04-23,4/30/2017,11-25,NO,39.0996322631836,-94.3816528320313,16,4213,2/25/2009,MO,RENEWAL,64050
470,1011,AC,Active Status,16606  E US 24 HWY,Bar/Lounge,DR PIKL'S,INDEPENDENCE,2,2012-04-23,4/30/2017,0-10,NO,39.1186676025391,-94.3807601928711,0,5813,1/2/1979,MO,RENEWAL,64056
471,89490,AC,Active Status,1000  S SAVAGE ST,Crafts/Hobbies Retail Sales,DRAGON'S KNOLL,INDEPENDENCE,2,2013-02-22,2/28/2017,0-10,YES,39.0809707641602,-94.400276184082,0,5947,5/18/2006,MO,RENEWAL,64050
472,81904,AC,Active Status,716  N BLY RD,Commercial Equip Sls/Serv/Lease/Install,E AND C CONTRACTING,INDEPENDENCE,2,2012-11-27,10/18/2016,0-10,NO,39.114559173584,-94.3116683959961,0,5046,7/27/2010,MO,RENEWAL,64056
473,27583,AC,Active Status,1800  S BERRY CT,Roofing/Siding/Windows Contractor,E L Y SIDING CO.,INDEPENDENCE,2,2012-04-04,3/31/2017,0-10,YES,39.0853614807129,-94.3722534179688,0,1761A,9/18/1992,MO,RENEWAL,64057
474,84674,AC,Active Status,824  N DAKOTA DR,Food/Specialized-Retail,E-SQUARED DEVELOPMENT,INDEPENDENCE,2,2012-09-14,9/30/2016,0-10,NO,39.1191825866699,-94.3732604980469,0,5499B,9/9/2011,MO,RENEWAL,64056
475,70011,AC,Active Status,645  S POWELL RD,Machine Shop,"EARLEY MACHINE, LLC",INDEPENDENCE,2,2012-10-08,10/31/2016,0-10,NO,39.0973625183105,-94.3260040283203,0,3599A,10/1/1999,MO,RENEWAL,64056
476,2244,AC,Active Status,300  E 23RD ST S,Barber Shop,EAST ALTON BARBER SHOP,INDEPENDENCE,2,2012-06-05,4/30/2017,0-10,NO,39.0793113708496,-94.4120025634766,0,7241,8/14/1984,MO,RENEWAL,64050
478,85441,AC,Active Status,1022  N OLD MILL RD,Electrical Contractor,EDWARDS ELECTRIC LLC,INDEPENDENCE,2,2012-12-10,12/31/2016,0-10,YES,39.1208610534668,-94.3389282226563,0,1731,12/1/2011,MO,RENEWAL,64056
479,73489,AC,Active Status,17110  E US 24 HWY,Restaurant/Bar,EL VOLCAN MEXICAN GRILL & CANTINA,INDEPENDENCE,2,2012-04-30,4/28/2017,11-25,NO,39.1198043823242,-94.3746871948242,15,5812H,4/28/2008,MO,RENEWAL,64056
480,2165,AC,Active Status,23500  E M 78 HWY,Welding Repair,EMMERT WELDING & MANUFACTURING CO,INDEPENDENCE,2,2012-04-09,4/30/2017,11-25,NO,39.1007537841797,-94.302116394043,16,7692,10/28/1980,MO,RENEWAL,64056
482,35579,AC,Active Status,17009  E TRUMAN RD,Tow Service/Tow Lot,"EXPERT TOW & RECOVERY, LLC.",INDEPENDENCE,2,2013-02-13,1/31/2017,0-10,NO,39.0921249389648,-94.3743896484375,4,7549D,1/6/1997,MO,RENEWAL,64057
483,86803,AC,Active Status,1304  S CLARK AVE,Electrical Contractor,EXTREME ELECTRICAL SERVICE,INDEPENDENCE,2,2012-05-01,3/21/2017,0-10,YES,39.0891876220703,-94.340446472168,0,1731,3/21/2012,MO,NEW,64055
484,37146,AC,Active Status,754  N ALLEN RD,Heating &/Or Cooling Contractor,ELEFSON & SONS,INDEPENDENCE,2,2013-01-30,2/28/2017,0-10,YES,39.1169662475586,-94.3938522338867,0,1711,12/17/1997,MO,RENEWAL,64050
485,33932,AC,Active Status,17911  E US 24 HWY,General Merchandise Retail,FAMILY DOLLAR STORE #2913,INDEPENDENCE,2,2012-08-17,8/31/2016,0-10,NO,39.1219711303711,-94.3653182983398,0,5399,8/23/1996,MO,RENEWAL,64056
486,84210,AC,Active Status,724  E 23RD ST S,Auto Repair-Light,"FAMILY WRENCH, LLC",INDEPENDENCE,2,2012-08-10,8/31/2016,0-10,NO,39.0791778564453,-94.4060134887695,0,7538,9/7/2010,MO,RENEWAL,64050
487,36940,AC,Active Status,17911  E US 24 HWY,Hair/Nail Salon (Business Owner),FANTASTIC SAM'S,INDEPENDENCE,2,2012-11-26,11/30/2016,0-10,NO,39.1219711303711,-94.3653182983398,0,7231,11/1/1997,MO,RENEWAL,64056
488,23127,AC,Active Status,17710  E SUSQUEHANNA RIDGE,Pet Services &/Or Products,FARVIEW VETERINARY HOSPITAL,INDEPENDENCE,2,2013-01-03,12/31/2016,0-10,NO,39.1204147338867,-94.3676910400391,0,0752,1/1/1992,MO,RENEWAL,64056
489,23915,AC,Active Status,17300  E US 24 HWY,Auto Repair-Light,FARVIEW 66 SERVICE,INDEPENDENCE,2,2013-02-25,2/28/2017,0-10,NO,39.1200256347656,-94.3738861083984,0,7538,2/22/1993,MO,RENEWAL,64056
492,8414,AC,Active Status,2100  S SWOPE DR,Hair/Nail Salon (Business Owner),FOUNTAINS AT GREENBRIAR BEAUTY SLN,INDEPENDENCE,2,2012-04-23,4/30/2017,0-10,NO,39.0801010131836,-94.3712615966797,0,7231,6/3/1991,MO,RENEWAL,64057
493,7833,AC,Active Status,15600  E US 24 HWY,Auto/Truck Sales/Used,FREEDOM AUTO SALES,INDEPENDENCE,2,2012-10-17,4/30/2017,0-10,NO,39.1105422973633,-94.3920516967773,0,5521,2/23/1990,MO,RENEWAL,64050
494,49325,AC,Active Status,19709  E 15TH ST N,Residential Remodel &/Or Repair,FRONTIER HOME IMPROVEMENT,INDEPENDENCE,2,2013-03-06,3/31/2017,0-10,YES,39.1293869018555,-94.3440780639648,0,1521E,1/1/1990,MO,RENEWAL,64056
495,68010,AC,Active Status,18400  E M 78 HWY,General Contractor,FRY ENTERPRISES,INDEPENDENCE,2,2012-10-29,10/31/2016,0-10,NO,39.080623626709,-94.3593521118164,0,1521B,10/17/2006,MO,RENEWAL,64057
496,54905,AC,Active Status,1520  E 23RD ST S A,Food Delivery/Sales,FUN HOUSE PIZZA DELIVERY & CARRYOUT,INDEPENDENCE,2,2012-10-01,9/30/2016,0-10,NO,39.0790138244629,-94.3932266235352,8,5963E,9/30/2002,MO,RENEWAL,64050
497,66201,AC,Active Status,1207  S POWELL RD,Concrete/Asphalt/Stucco Work,GARY'S FOUNDATION,INDEPENDENCE,2,2012-11-30,11/30/2016,0-10,NO,39.0898208618164,-94.3286590576172,0,1771,11/23/1994,MO,RENEWAL,64057
498,6912,AC,Active Status,1122  N ALLEN RD,Lawn/Landscape/Tree Services,GARY'S TRIM SERVICE,INDEPENDENCE,2,2012-05-02,4/30/2017,0-10,NO,39.1257858276367,-94.3976440429688,0,0782B,5/1/1988,MO,RENEWAL,64050
499,87846,AC,Active Status,17844  E 23RD ST S  RM D-404,Pharmacy,GENOA A QOL COMPANY LLC,INDEPENDENCE,2,2012-08-06,8/31/2016,0-10,NO,39.0791168212891,-94.3713073730469,0,5912A,9/1/2007,MO,RENEWAL,64057
500,3847,AC,Active Status,15615  E US 24 HWY,Concrete Products/Precast Stone,GILLENS STATUARY INC,INDEPENDENCE,2,2012-05-02,4/30/2017,0-10,NO,39.1102066040039,-94.3902359008789,0,3272,3/16/1981,MO,RENEWAL,64050
501,85602,AC,Active Status,19206  E PONCA DR,General Contractor,"GONZALEZ CONSTRUCTION, LLC",INDEPENDENCE,2,2012-12-31,12/1/2016,0-10,YES,39.1194458007813,-94.3498306274414,2,1521B,12/1/2011,MO,RENEWAL,64056
502,1869,AC,Active Status,17306  E US 24 HWY,Insurance-Life/Health,GOVERNMENT EMPLOYEES HOSPITAL ASSN,INDEPENDENCE,2,2012-04-09,4/30/2017,0-10,NO,39.1206512451172,-94.3735122680664,0,6311,6/19/1986,MO,RENEWAL,64056
503,5606,AC,Active Status,16006  E 23RD ST S,Computer Programming/Consulting,GOVERNMENTOR SYSTEMS INC.,INDEPENDENCE,2,2012-04-06,4/30/2017,0-10,NO,39.078685760498,-94.3876113891602,0,7371A,5/1/1985,MO,RENEWAL,64055
505,2073,AC,Active Status,2020  S M 291 HWY,Day Care/Preschool,GREAT BEGINNINGS PRE SCHOOL,INDEPENDENCE,2,2012-04-16,4/30/2017,0-10,NO,39.0817947387695,-94.3795547485352,4,8351E,6/4/1985,MO,RENEWAL,64057
509,72794,AC,Active Status,1880  E MECHANIC AVE,Lawn &/Or Garden Services,GREEN THUMB LAWN SERVICE LLC,INDEPENDENCE,2,2013-02-07,1/25/2017,0-10,YES,39.1029243469238,-94.3868255615234,5,0782A,1/25/2007,MO,RENEWAL,64050
510,943,AC,Active Status,1041  S VISTA AVE,Industrial Machinery/Equip Serv-Whsl,GRINDSTAFF ENGINES INC,INDEPENDENCE,2,2012-05-10,4/30/2017,0-10,NO,39.0939750671387,-94.3648452758789,0,5084,5/31/1983,MO,RENEWAL,64056
511,1653,AC,Active Status,17004  E US 24 HWY,Hair/Nail Salon (Business Owner),HAIR CARE FAMILY,INDEPENDENCE,2,2012-05-04,4/30/2017,0-10,NO,39.1195907592773,-94.3761291503906,0,7231,4/16/1982,MO,RENEWAL,64056
512,66205,AC,Active Status,1721  S AZTEC AVE,Oil & Gas Exploration,HALL RESOURCES CORP,INDEPENDENCE,2,2012-05-01,4/30/2017,0-10,YES,39.0858879089355,-94.3477249145508,0,1382,1/17/1989,MO,RENEWAL,64057
513,6371,AC,Active Status,1614  S HIGHLAND DR,Electronic Component-Design/Mfg/Sales,HAMPTON TECHNOLOGY CO,INDEPENDENCE,2,2012-04-02,4/30/2017,0-10,YES,39.0900993347168,-94.3767623901367,0,3679,5/14/1987,MO,RENEWAL,64057
514,70566,AC,Active Status,825  N DAKOTA DR  B,Instructional Courses/Services,HENRICH'S U S TAE KWON DO,INDEPENDENCE,2,2012-04-02,4/30/2017,0-10,NO,39.1191825866699,-94.3732604980469,0,8299C,4/1/2004,MO,RENEWAL,64056
516,82734,AC,Active Status,19710  E 14TH ST N,Communication Cabling/Install/Srv/Sales,HIGBEE TELECOM SERVICES,INDEPENDENCE,2,2013-02-28,2/28/2017,0-10,YES,39.1282272338867,-94.3439254760742,0,1731A,9/1/2009,MO,RENEWAL,64056
517,3811,AC,Active Status,1905  N HOWARD DR,Drapery Sales/Installation,HOUGH DRAPERY INC,INDEPENDENCE,2,2012-04-19,4/30/2017,0-10,YES,39.1109619140625,-94.3961181640625,0,5714,1/1/1979,MO,RENEWAL,64050
518,58672,AC,Active Status,15410  E US 24 HWY,Car Wash,HWY 24 CAR WASH,INDEPENDENCE,2,2012-12-11,12/31/2016,0-10,NO,39.1068115234375,-94.3932266235352,0,7542,12/1/2003,MO,RENEWAL,64050
519,2138,AC,Active Status,16208  E 23RD ST S,Electronic Sales/Serv/Install,INDEPENDENCE AUDIO,INDEPENDENCE,2,2012-04-09,4/30/2017,0-10,NO,39.0784568786621,-94.3850860595703,0,5731,8/6/1975,MO,RENEWAL,64050
520,67378,AC,Active Status,200  E 23RD ST S,Auto Repair & Clean Up,INDEPENDENCE COMPLETE AUTO SER,INDEPENDENCE,2,2012-08-27,8/31/2016,0-10,NO,39.0794372558594,-94.4133987426758,0,7538F,8/21/2006,MO,RENEWAL,64050
521,11514,AC,Active Status,15707  E US 24 HWY,Tow Service/Tow Lot,INDEPENDENCE SPECIALTY TOW INC,INDEPENDENCE,2,2012-12-28,12/31/2016,0-10,NO,39.1125335693359,-94.3895492553711,4,7549D,9/25/1989,MO,RENEWAL,64050
522,72698,AC,Active Status,301  S SUE ELLEN AVE,Mobile Home Park,INDEPENDENCE STATION,INDEPENDENCE,2,2013-01-23,1/31/2017,0-10,NO,39.1034202575684,-94.3261260986328,0,6515,1/17/2008,MO,RENEWAL,64056
523,72699,AC,Active Status,301  S SUE ELLEN AVE,Mobile Home Sales/Service,INDEPENDENCE STATION,INDEPENDENCE,2,2013-01-23,1/31/2017,0-10,NO,39.1034202575684,-94.3261260986328,0,5271A,1/17/2008,MO,RENEWAL,64056
524,82595,AC,Active Status,718  N M 291 HWY,Storage/Warehousing,INDEPENDENCE U-STORAGE,INDEPENDENCE,2,2013-01-29,1/31/2017,0-10,NO,39.1187133789063,-94.3873977661133,0,4225,1/18/2011,MO,RENEWAL,64050
525,79006,AC,Active Status,727  S MOHICAN DR,Sporting Goods/Supplies-Retail Sls,"INDEPENDENT ARCHERY SALES, INC.",INDEPENDENCE,2,2013-01-02,12/31/2016,0-10,YES,39.0959434509277,-94.3495407104492,0,5941A,12/10/2009,MO,RENEWAL,64056
526,30400,AC,Active Status,1720  S SWOPE DR,Residential Care Services,"INDEPENDENT RESIDENTIAL SERVICES, I",INDEPENDENCE,2,2013-02-25,2/28/2017,11-25,NO,39.0860977172852,-94.3689346313477,12,8361,2/1/1995,MO,RENEWAL,64057
527,77667,AC,Active Status,1600  N M 291 HWY  600,Packaging/Labeling Products,INTERNATIONAL PACKING & CRATING LLC,INDEPENDENCE,2,2012-08-17,8/1/2016,0-10,NO,39.1319999694824,-94.3860015869141,3,7389I,8/1/2009,MO,RENEWAL,64056
528,52224,AC,Active Status,1520  E 23RD ST S  O-P,Clothing - Retail Sales,"INTIMATE DESIGNS, LTD.",INDEPENDENCE,2,2013-02-01,1/31/2017,0-10,NO,39.0790138244629,-94.3932266235352,4,5651,1/2/2002,MO,RENEWAL,64050
529,74001,AC,Active Status,620  S KISNER CIR,Electrical Contractor,INTREPID ELECTRIC LLC,INDEPENDENCE,2,2012-06-18,6/30/2017,0-10,YES,39.0957679748535,-94.3484725952148,0,1731,6/24/1993,MO,RENEWAL,64056
531,1329,AC,Active Status,16113  E COGAN LN,Residential Construction,J & M ENTERPRISES,INDEPENDENCE,2,2012-04-02,4/30/2017,0-10,YES,39.1124610900879,-94.3847045898438,0,1521,7/1/1983,MO,RENEWAL,64050
532,66156,AC,Active Status,1824  S LEES SUMMIT RD,Electrical Contractor,J AND W ELECTRIC,INDEPENDENCE,2,2012-04-17,4/30/2017,0-10,YES,39.0842781066895,-94.3908081054688,0,1731,4/11/2006,MO,RENEWAL,64050
533,6696,AC,Active Status,1001  S VISTA AVE,Plastic Injection Molding,J C PLASTICS INC,INDEPENDENCE,2,2012-04-06,4/30/2017,0-10,NO,39.0945854187012,-94.3648147583008,0,3089B,11/19/1987,MO,RENEWAL,64056
534,43985,AC,Active Status,16509  E TRUMAN RD,Auto Repair-Light,"J HOWARD AUTOMOTIVE, LLC",INDEPENDENCE,2,2012-07-02,5/31/2017,0-10,NO,39.0905838012695,-94.3826446533203,0,7538,5/1/2000,MO,RENEWAL,64057
536,51665,AC,Active Status,18916  E HANTHORN DR,Heating &/Or Cooling Contractor,"JAMES A HOLLOWAY SERVICES, INC.",INDEPENDENCE,2,2012-10-26,10/31/2016,0-10,YES,39.0891876220703,-94.3398895263672,0,1711,10/23/2001,MO,RENEWAL,64057
537,8247,AC,Active Status,15812  E US 24 HWY,Barber Shop,JERRY SHANNON'S BARBER SHOP,INDEPENDENCE,2,2012-04-25,4/30/2017,0-10,NO,39.1150932312012,-94.3888626098633,1,7241,2/4/1991,MO,RENEWAL,64050
538,4902,AC,Active Status,1308  E US 24 HWY,Hair/Nail Salon (Business Owner),JERRY'S FAMILY BARBER SHOP,INDEPENDENCE,2,2012-05-01,4/30/2017,0-10,NO,39.1033401489258,-94.3980941772461,0,7231,3/15/1982,MO,RENEWAL,64050
539,80952,AC,Active Status,18607  E ARROWHEAD PL,Property Management Services,JONES MANAGEMENT GROUP INC.,INDEPENDENCE,2,2012-07-27,6/1/2017,0-10,YES,39.1256713867188,-94.3584060668945,1,6531B,5/1/2009,MO,RENEWAL,64056
540,53720,AC,Active Status,19710  E 14TH TERR N,Child Care - 4 Or Less,JOSIE HOLLER,INDEPENDENCE,2,2012-05-18,5/31/2017,0-10,NO,39.1289291381836,-94.3437957763672,0,8351Q,5/29/2002,MO,RENEWAL,64056
541,11337,AC,Active Status,25539  E BUNDSCHU RD,Electrical Contractor,JACKSON COUNTY ELECTRICAL SERVICES,INDEPENDENCE,2,2012-04-23,4/30/2017,0-10,YES,39.1196632385254,-94.2747039794922,0,1731,5/1/1989,MO,RENEWAL,64016
542,48600,AC,Active Status,602  E 23RD ST S,Engineer/Surveyor/Architect,JIM SHOCKEY & ASSOCIATES,INDEPENDENCE,2,2012-10-04,12/31/2016,0-10,NO,39.079231262207,-94.4077682495117,0,8711,12/28/2000,MO,RENEWAL,64050
543,48600,AC,Active Status,602  E 23RD ST S,Engineer/Surveyor/Architect,JIM SHOCKEY & ASSOCIATES,INDEPENDENCE,2,2012-11-15,12/31/2016,0-10,NO,39.079231262207,-94.4077682495117,0,8711,12/28/2000,MO,RENEWAL,64050
544,48600,AC,Active Status,602  E 23RD ST S,Engineer/Surveyor/Architect,JIM SHOCKEY & ASSOCIATES,INDEPENDENCE,2,2012-12-12,12/31/2016,0-10,NO,39.079231262207,-94.4077682495117,0,8711,12/28/2000,MO,RENEWAL,64050
545,62273,AC,Active Status,704  N CLOVERDALE AVE,Pest Control/Disinfecting,"JMH PEST MANAGEMENT,LLC",INDEPENDENCE,2,2013-02-28,2/28/2017,0-10,YES,39.1155853271484,-94.3427505493164,0,7342,2/9/2005,MO,RENEWAL,64056
546,78839,AC,Active Status,1204  N SIOUX CT,Hauling/Light General-No Route,"JR & BROTHERS HAULING, LLC",INDEPENDENCE,2,2012-11-15,11/30/2016,0-10,YES,39.1240348815918,-94.3495864868164,0,4212D,11/19/2009,MO,RENEWAL,64056
547,940,AC,Active Status,17715  E TRUMAN RD,Hair/Nail Salon (Business Owner),KAREN'S KUT & KURL,INDEPENDENCE,2,2012-05-01,4/30/2017,0-10,YES,39.0923538208008,-94.3690338134766,0,7231,2/3/1977,MO,RENEWAL,64056
549,88160,AC,Active Status,15801  E 3RD TERRACE CT S,Engineer/Surveyor/Architect,KMALLETT LLC,INDEPENDENCE,2,2012-09-14,9/30/2016,0-10,YES,39.1039352416992,-94.3886413574219,0,8711,6/19/2012,MO,NEW,64050
551,87418,AC,Active Status,800  N REDWOOD DR,Painting &/Or Papering Contractor,KURTZ CONTRACTING SERVICES,INDEPENDENCE,2,2012-06-25,6/30/2017,0-10,NO,39.1183891296387,-94.3695297241211,0,1721,6/23/2004,MO,RENEWAL,64056
552,43327,AC,Active Status,15624  E US 24 HWY,Library/Archives,KC METROPOLITAN LIBRARY & INFO NTWK,INDEPENDENCE,2,2013-03-08,2/28/2017,0-10,NO,39.1122398376465,-94.3911895751953,0,8231,10/1/1980,MO,RENEWAL,64050
554,5711,AC,Active Status,910  N M 7 HWY,Storage/Warehousing,LAKE CITY U-STOR,INDEPENDENCE,2,2012-06-01,4/30/2017,0-10,NO,39.1169052124023,-94.283561706543,7,4225,7/15/1985,MO,RENEWAL,64056
556,6986,AC,Active Status,711  N CHOCTAW AVE,Masonry/Stone Setting/Stucco,LASKER MASONRY,INDEPENDENCE,2,2012-05-02,4/30/2017,0-10,YES,39.1153717041016,-94.3652267456055,0,1741,5/24/1988,MO,RENEWAL,64056
557,52997,AC,Active Status,213  S SHRANK AVE,Crafts/Hobbies Retail Sales,LAFONE'S FLOWERS/SILK CIRCUS,INDEPENDENCE,2,2013-03-11,3/31/2017,0-10,YES,39.1055335998535,-94.3754348754883,0,5947,3/15/2002,MO,RENEWAL,64056
558,23764,AC,Active Status,16218  E US 24 HWY,Loans-Short Term,LENDNATION,INDEPENDENCE,2,2013-01-29,1/31/2017,0-10,NO,39.1192436218262,-94.3834686279297,0,6099,1/29/1993,MO,RENEWAL,64056
559,31333,AC,Active Status,2221  S M 291 HWY,Loans-Short Term,LENDNATION,INDEPENDENCE,2,2012-08-03,8/31/2016,0-10,NO,39.0781402587891,-94.3787536621094,0,6099,8/18/1995,MO,RENEWAL,64057
561,82396,AC,Active Status,301  N M 291 HWY,Restaurant,LITTLE RICHARD'S,INDEPENDENCE,2,2013-01-02,12/31/2016,11-25,YES,39.1101455688477,-94.3812255859375,17,5812,12/27/2010,MO,RENEWAL,64056
562,46490,AC,Active Status,1008  E US 24 HWY,Tire Sales &/Or Service,"LONNIE'S TIRE SERVICE, INC.",INDEPENDENCE,2,2012-09-17,8/31/2016,0-10,NO,39.1027297973633,-94.4014587402344,0,5531BA,8/1/1999,MO,RENEWAL,64050
