PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,FISCAL_YEAR,OBJECTID
PO552569,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATIONAL TRAINING CONSULTANT SERVICES,750,2016-10-26T00:00:00.000Z,MORIAH CHILDERS,2017,313332
PO550931-V2,DEPARTMENT OF ENERGY AND ENVIRONMENT,ENVIRONMENTAL CONSULTING,16400,2016-11-02T00:00:00.000Z,Endangered Species Coalition,2017,313333
PO555195,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"9092300:Building Construction, Residential (Apartments, etc.)",25000,2016-11-23T00:00:00.000Z,"MARGNI, INC.",2017,313334
PO550741,COUNCIL OF THE DISTRICT OF COLUMBIA,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,5312.76,2016-10-04T00:00:00.000Z,MORROW TECHNOLOGIES CORP,2017,313335
PO550223-V2,DEPARTMENT OF BEHAVIORAL HEALTH,Contractor Compliance Monitoring Services,3870.55,2016-10-14T00:00:00.000Z,RED GATE SOFTWARE LTD,2017,313336
PO551268,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,117,2016-10-12T00:00:00.000Z,SUPERIOR COURT OF DC,2017,313337
PO554560,DEPARTMENT OF GENERAL SERVICES,"PROPERTY AND BUILDING ASSESSMENT, ASSET CONDITION",187514.6,2016-11-16T00:00:00.000Z,"MBL Technologies, Inc.",2017,313338
PO548399-V2,DEPARTMENT OF HEALTH CARE FINANCE,9484800:Health Care Services (Not Otherwise Classified),300000,2016-10-12T00:00:00.000Z,"Xerox State Healthcare, LLC",2017,313339
PO551059,OFFICE OF UNIFIED COMMUNICATIONS,"9204531:MAINTENANCE AND SUPPORT, SOFTWARE, MAINFRAME",27000,2016-10-12T00:00:00.000Z,"Incapsulate, LLC",2017,313340
PO551916-V2,DEPARTMENT OF HEALTH,"Professional Services, Subcontractor and Contractor >25000",31014.4,2016-11-03T00:00:00.000Z,Synergetic Information Systems,2017,313341
PO555172,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",2452,2016-11-23T00:00:00.000Z,DOCUMENT SYSTEMS INC,2017,313342
PO555330,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BINDERS, RECYCLED, 3 RING, LOOSE LEAF, POLYETHYLENE FLEXIBLE COVER FOR 11 IN. X 8-1/2 IN. SHEETS,. AVAILABLE IN ROYAL BLUE, WHITE, BLACK, GREEN, AND RED",1.29,2016-11-29T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,313343
PO552756,DC NATIONAL GUARD,"9242500:For Credit Classes, Seminars, Workshops, etc.",2022,2016-11-15T00:00:00.000Z,MFRI,2017,313344
PO554893,OFFICE OF THE CHIEF MEDICAL EXAMINER,"MAINTENANCE AND REPAIR, HOSPITAL AND MEDICAL EQUIPMENT, GENERAL",17850,2016-11-21T00:00:00.000Z,"Lodox NA, LLC.",2017,313345
PO555267,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"TESTING SERVICES, EDUCATIONAL",825,2016-11-28T00:00:00.000Z,VERA WINFIELD,2017,313346
PO555674,FIRE AND EMERGENCY MEDICAL SERVICES,9584100:Fleet Management Services,65000,2016-12-02T00:00:00.000Z,SEAGRAVE FIRE APARATUS INC,2017,313347
PO552126-V2,DEPARTMENT OF EMPLOYMENT SERVICES,9152200:Communications Marketing Services,81000,2016-12-01T00:00:00.000Z,MIDTOWN PERSONNEL INC,2017,313348
PO550690-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"2083744:SOFTWARE, MICROCOMPUTER, DATABASE, IBM COMPATIBLE, LASTEST RELEASED VERSION",48378.36,2016-10-31T00:00:00.000Z,"Netsmart New York, Inc.",2017,313349
PO554790,DEPARTMENT OF EMPLOYMENT SERVICES,"Professional Services, Subcontractor and Contractor >25000",131611.87,2016-11-17T00:00:00.000Z,GEOGRAPHIC SOLUTIONS INC,2017,313350
PO555707,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,250,2016-12-02T00:00:00.000Z,"Destined For Greatness, LLC",2017,313351
PO550398,DEPARTMENT OF PUBLIC WORKS,"0604038:ENGINE PARTS, PRIMARY",200000,2016-10-03T00:00:00.000Z,"Tony's Fleet Service, LLC.",2017,313352
PO555488,DEPARTMENT OF GENERAL SERVICES,"Playground Equipment Maintenance and Repair, Including Installation and Removal",150000,2016-11-30T00:00:00.000Z,"TJ DISTRIBUTORS, INC.",2017,313353
PO550378,DEPARTMENT OF HEALTH CARE FINANCE,9183200:Consulting Services (Not Otherwise Classified),1283031.07,2016-10-03T00:00:00.000Z,"Public Consulting Group, Inc.",2017,313354
PO553994,DC PUBLIC LIBRARY,"SUBSCRIPTIONS, TRAINING MATERIAL",10000,2016-11-08T00:00:00.000Z,Pascal Learning,2017,313355
PO555593,OFFICE OF JUSTICE GRANTS ADMINISTRATION,"Grants, Community Service Programs",336000,2016-12-01T00:00:00.000Z,DC Volunteer Lawyers Project,2017,313356
PO552870-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,2728.2,2016-11-29T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,313357
PO553595,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"9626941:PERSONNEL SERVICES, TEMPORARY",44121.6,2016-11-03T00:00:00.000Z,MINDFINDERS INC,2017,313358
PO555004,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",2850,2016-11-22T00:00:00.000Z,ALEXANDRA SILVERTHORNE,2017,313359
PO551395,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),2000,2016-10-13T00:00:00.000Z,CAREER TECHNICAL INSTITUTE INC,2017,313360
PO550503-V2,DEPARTMENT OF BEHAVIORAL HEALTH,Contractor Compliance Monitoring Services,27400,2016-10-31T00:00:00.000Z,"The Family Wellness Ctr, Inc.",2017,313361
PO553863,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,15693.08,2016-11-07T00:00:00.000Z,"MCN Build, Inc.",2017,313362
PO549863,SPECIAL EDUCATION TRANSPORTATION,9520738:DRUG AND ALCOHOL SCREENING TESTS,30000,2016-10-03T00:00:00.000Z,"National Drug Screening, Inc",2017,313363
PO553148,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,186.88,2016-10-31T00:00:00.000Z,SAIC_1,2017,313364
PO556652,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2014252:GLOVES, MEDICAL EXAM, PARIS OF VINYL",7.33,2016-12-19T00:00:00.000Z,SCHOOL HEALTH CORPORATION,2017,313365
PO555477,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",161.42,2016-11-30T00:00:00.000Z,WARD'S NATURAL SCIENCE,2017,313366
PO554591,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,36864,2016-11-16T00:00:00.000Z,Community College Prep Academy,2017,313367
PO554480,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",24.99,2016-11-15T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,313368
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",61.52,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,313369
PO552464,COUNCIL OF THE DISTRICT OF COLUMBIA,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,9133,2016-10-25T00:00:00.000Z,"CDW Government, Inc.",2017,313370
PO534893-V2,DEPARTMENT OF GENERAL SERVICES,"9092400:Building Construction, Commercial and Institutional",5500,2016-10-05T00:00:00.000Z,HR GENERAL MAINTENANCE CORP,2017,313371
PO553467,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,49836.2,2016-11-02T00:00:00.000Z,"MCN Build, Inc.",2017,313372
PO551184,DEPARTMENT OF HUMAN SERVICES,9525500:Homelessness Prevention Services,223211.88,2016-10-11T00:00:00.000Z,THE COMMUNITY PARTNERSHIP\HOME,2017,313373
PO555339,DEPARTMENT OF TRANSPORTATION,"9139500:Paving/Resurfacing, Highway and Road",7700000,2016-11-29T00:00:00.000Z,CAPITOL PAVING OF DC INC,2017,313374
PO529018-V2,DEPARTMENT OF HEALTH,9484800:Health Care Services (Not Otherwise Classified),98384.11,2016-10-05T00:00:00.000Z,TERRIFIC INC.,2017,313375
PO555910,DEPARTMENT OF HEALTH,9484800:Health Care Services (Not Otherwise Classified),24750,2016-12-06T00:00:00.000Z,FOOD & FRIENDS,2017,313376
PO555393-V2,DEPARTMENT OF MOTOR VEHICLES,"8406033:MONITOR/RECEIVER, COLOR, CONSUMER GRADE, ON SCREEN DISPLAY, AUDIO-VIDEO INPUT JACKS, MIN. 400 LINES HORIZONTAL RESOLUTION, TO MEET TECHNICAL SPECIFICATIONS",401.7,2016-12-21T00:00:00.000Z,Public Performance Management,2017,313377
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",123.76,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,313378
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",88.48,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,313379
PO555612,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"RACK, MAPS",192.32,2016-12-01T00:00:00.000Z,Capital Services and Supplies,2017,313380
PO555283,DEPARTMENT OF CORRECTIONS,9852690:RENTAL OF XEROX COPY MACHINES (XEROX OR EQUAL),1285.41,2016-11-29T00:00:00.000Z,XEROX CORPORATION,2017,313381
PO556302,CHILD AND FAMILY SERVICES,9182700:Community Development Consulting,145000,2016-12-13T00:00:00.000Z,MARY'S CTR MATERNAL CHILD CARE,2017,313382
PO556371,OFFICE OF MUNICIPAL PLANNING,URBAN PLANNING CONSULTING,18752.07,2016-12-14T00:00:00.000Z,YOUNG PLAYWRIGHTS THEATRE,2017,313383
PO550909,OFFICE OF RISK MANAGEMENT,9625800:Professional Services (Not Otherwise Classified),1000,2016-10-14T00:00:00.000Z,AMERICAN TECHNICAL SERVICES,2017,313384
PO541774-V4,OFFICE OF CHIEF TECHNOLOGY OFFICER,9189500:Telecommunications Consulting,140338.64,2016-10-12T00:00:00.000Z,SAIC_1,2017,313385
PO555664,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,164.75,2016-12-02T00:00:00.000Z,GREAT AMERICAN CORP,2017,313386
PO555852,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2009238:COVERALLS, BIB, 100% COTTON DUCT, W/100% NYLON QUILTED LINING, W/ELASTIC SUSPENDERS, WATER REPELLANT",41.3,2016-12-06T00:00:00.000Z,MORGANS INC,2017,313387
PO549774,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,2085495:WEBSITE DEVELOPMENT TOOL SOFTWARE,3060,2016-10-03T00:00:00.000Z,"EDUCATIONAL NETWORKS, INC.",2017,313388
PO555333,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,FEES (NOT OTHERWISE CLASSIFIED),150,2016-11-29T00:00:00.000Z,THE AQUILINE GROUP,2017,313389
PO556019,INAUGURAL EXPENSES,"CHARTER SERVICES, BUS",53700,2016-12-07T00:00:00.000Z,"U.S. COACHWAYS, INC.",2017,313390
PO555984,DEPARTMENT OF PUBLIC WORKS,9751440:AUTOMOBILE RENTAL OR LEASE SERVICES,2380,2016-12-07T00:00:00.000Z,ACME AUTO LEASING LLC,2017,313391
PO549939,DEPARTMENT OF PUBLIC WORKS,9363441:FIRE EXTINGUISHER MAINTENANCE,10000,2016-10-03T00:00:00.000Z,EMERGENCY 911 SECURITY,2017,313392
PO552587,CHILD AND FAMILY SERVICES,"ADMINISTRATIVE AND STAFF LEVEL SERVICES, SPECIALIZED",72000,2016-10-26T00:00:00.000Z,DC HOUSING AUTHORITY,2017,313393
PO551184,DEPARTMENT OF HUMAN SERVICES,9525500:Homelessness Prevention Services,2993820,2016-10-11T00:00:00.000Z,THE COMMUNITY PARTNERSHIP\HOME,2017,313394
PO553668,DEPARTMENT OF TRANSPORTATION,9885254:LANDSCAPE REPLACEMENT SERVICES,100000,2016-11-03T00:00:00.000Z,Professional Lawn Care Group LLC,2017,313395
PO554646,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL TRAINING CONSULTANT SERVICES,8000,2016-11-16T00:00:00.000Z,REBECCA N DAVIS,2017,313396
PO554330,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,550,2016-11-10T00:00:00.000Z,"Destined For Greatness, LLC",2017,313397
PO550604,DEPARTMENT OF BEHAVIORAL HEALTH,8856600:Fluoride and Other Drinking Water Additives,960,2016-10-03T00:00:00.000Z,NESTLE WATERS AMERICA INC.,2017,313398
PO550574,DEPARTMENT OF BEHAVIORAL HEALTH,Contractor Compliance Monitoring Services,121320,2016-10-03T00:00:00.000Z,Angel Wing Ventures,2017,313399
PO552207,OFFICE OF THE ATTORNEY GENERAL,"2073439:CASES, TONER, COMPUTER",1200,2016-10-21T00:00:00.000Z,Ink Systems LLC,2017,313400
PO555469,OFFICE OF CHIEF TECHNOLOGY OFFICER,"MAINTENANCE, NETWORKING SOFTWARE",23890,2016-11-30T00:00:00.000Z,FieldView Solutions Inc,2017,313401
PO555630,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,25,2016-12-01T00:00:00.000Z,GREAT AMERICAN CORP,2017,313402
PO554131,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",3500,2016-11-09T00:00:00.000Z,Andrew Grossman,2017,313403
PO553285,DC NATIONAL GUARD,"9242500:For Credit Classes, Seminars, Workshops, etc.",2056,2016-11-15T00:00:00.000Z,MFRI,2017,313404
PO555295,DEPARTMENT OF HUMAN SERVICES,"9527700:Research and Evaluation, Human Services (Including Productivity Audits)",14930,2016-11-29T00:00:00.000Z,MATHEMATICA POLICY RESEARCH IN,2017,313405
PO544735,DEPARTMENT OF EMPLOYMENT SERVICES,9183800:Education and Training Consulting,2000,2016-10-31T00:00:00.000Z,LATIN AMERICAN YOUTH CENTER,2017,313406
PO552079-V2,DEPARTMENT ON DISABILITY SERVICES,"9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",237427.7,2016-12-15T00:00:00.000Z,INNOVATIVE LIFE SOLUTIONS,2017,313407
PO552788-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,45680.7,2016-12-06T00:00:00.000Z,"Networking For Future, Inc.",2017,313408
PO555542,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247400:Special Education,4000,2016-12-01T00:00:00.000Z,"QBS, Inc.",2017,313409
PO550452,DEPARTMENT OF BEHAVIORAL HEALTH,"9155856:PACKAGING SERVICES, MAIL",800,2016-10-03T00:00:00.000Z,FEDERAL EXPRESS,2017,313410
PO549938-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"Professional Services, Subcontractor and Contractor >25000",0,2016-11-09T00:00:00.000Z,Kognito Solutions LLC,2017,313411
PO554469-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"Professional Services, Subcontractor and Contractor >25000",441647.5,2016-11-15T00:00:00.000Z,"DC CHOICES, LLC",2017,313412
PO551426-V3,DEPARTMENT OF EMPLOYMENT SERVICES,9188300:Organizational Development Consulting,22322.4,2016-12-07T00:00:00.000Z,DIGI DOCS INC DOCUMENT MGERS,2017,313413
PO554790,DEPARTMENT OF EMPLOYMENT SERVICES,"Professional Services, Subcontractor and Contractor >25000",8892.67,2016-11-17T00:00:00.000Z,GEOGRAPHIC SOLUTIONS INC,2017,313414
PO554862,DEPARTMENT OF HEALTH,"2008623:COATS, UNIFORM, DRESS, FIRE, 100% COTTON",610.95,2016-11-18T00:00:00.000Z,MORGANS INC,2017,313415
PO556317,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",57750,2016-12-13T00:00:00.000Z,"CallMiner, Inc.",2017,313416
PO553613,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"4853020:DEODORANT BLOCKS AND HOLDERS, TOILET BOWL",99.2,2016-11-03T00:00:00.000Z,General Merchandise Supplies,2017,313417
PO554548,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,250,2016-12-05T00:00:00.000Z,LATIN AMERICAN YOUTH CENTER,2017,313418
PO555249,DEPARTMENT OF GENERAL SERVICES,"BLUEPRINTING SERVICES, MISCELLANEOUS",10000,2016-11-28T00:00:00.000Z,BLUEBOY BLUEPRINTING CORP,2017,313419
PO550084,DEPARTMENT OF BEHAVIORAL HEALTH,9101317:ELEVATOR MAINTENANCE AND REPAIR SERVICES,36,2016-10-03T00:00:00.000Z,"BAYLINE LIFT TECHNOLOGIES, LLC",2017,313420
PO531560-V3,OFFICE OF THE ATTORNEY GENERAL,"9852700:Copy Machines, Digital Type, Rental or Lease",36966,2016-10-19T00:00:00.000Z,CANON FINANCIAL SERVICES,2017,313421
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",31.79,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,313422
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",9,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,313423
PO550272-V2,METROPOLITAN POLICE DEPARTMENT,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,48937.2,2016-11-17T00:00:00.000Z,"OST, Inc.",2017,313424
PO553387,HOMELAND SECURITY/EMERGENCY MANAGEMENT,9751440:AUTOMOBILE RENTAL OR LEASE SERVICES,93966,2016-11-01T00:00:00.000Z,GENERAL SERVICE ADMINISTRATION,2017,313425
PO533729-V2,OFFICE OF CHIEF FINANCIAL OFFICER,9625800:Professional Services (Not Otherwise Classified),12792,2016-10-26T00:00:00.000Z,"SHRED-IT USA, INC.",2017,313426
PO557154,DEPARTMENT OF BEHAVIORAL HEALTH,"Professional Services, Subcontractor and Contractor >25000",2500,2016-12-30T00:00:00.000Z,Stanley G. McCracken,2017,313427
PO554446,DC PUBLIC LIBRARY,"2086775:SOFTWARE, MICROCOMPUTER, SUBSCRIPTIONS",67380,2016-11-15T00:00:00.000Z,"EnvisionWare, Inc.",2017,313428
PO552052,DEPARTMENT OF TRANSPORTATION,"9204578:SUPPORT SERVICES, MICROCOMPUTER SOFTWARE",173460.41,2016-10-20T00:00:00.000Z,PRIME SOURCE TECHNOLOGIES LLC,2017,313429
PO550331,DEPARTMENT OF PARKS AND RECREATION,Professional Services w/receipts (not 1099),84922.5,2016-10-03T00:00:00.000Z,Boys & Girls Clubs of Greater Washington,2017,313430
PO553538,DEPARTMENT OF HEALTH,"DISPENSING SERVICES, PHARMACEUTICAL",25000,2016-11-03T00:00:00.000Z,"GRUBBS PHARMACY OF DC, INC.",2017,313431
PO552116,DEPARTMENT OF HUMAN SERVICES,9521500:Case Management,499800,2016-10-20T00:00:00.000Z,Metropolitan Eductational Solutions,2017,313432
PO553136,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,112464,2016-10-31T00:00:00.000Z,MIDTOWN PERSONNEL INC,2017,313433
PO552640,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,READING,59.5,2016-10-26T00:00:00.000Z,"Curriculum Associates, LLC",2017,313434
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",111.28,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,313435
PO552829,DEPARTMENT ON DISABILITY SERVICES,"9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",4320,2016-10-27T00:00:00.000Z,Aging and Family Services of M,2017,313436
PO551300,FIRE AND EMERGENCY MEDICAL SERVICES,9612458:PROFESSIONAL COURT REPORTER SERVICES,19234,2016-10-12T00:00:00.000Z,NEAL R GROSS & CO INC,2017,313437
PO557127,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,750,2016-12-30T00:00:00.000Z,Run Hope Work_1,2017,313438
PO552870-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,30464.9,2016-11-29T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,313439
PO556807,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TRANSLATION SERVICES, MULTIPLE LANGUAGES",660,2016-12-21T00:00:00.000Z,"DT Translation, Inc",2017,313440
PO555477,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",27.04,2016-11-30T00:00:00.000Z,WARD'S NATURAL SCIENCE,2017,313441
PO553933,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2086775:SOFTWARE, MICROCOMPUTER, SUBSCRIPTIONS",2999,2016-11-07T00:00:00.000Z,MIND RESEARCH INSTITUTE,2017,313442
PO553576,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SOFTWARE, MICROCOMPUTER, SOFTWARE LICENSING MANAGEMENT",350,2016-11-03T00:00:00.000Z,Quia Corporation,2017,313443
PO550337,DEPARTMENT OF BEHAVIORAL HEALTH,"Professional Services, Subcontractor and Contractor >25000",0,2016-10-03T00:00:00.000Z,CASE WESTERN RESERVE UNIV.,2017,313444
PO551663,DEPARTMENT OF BEHAVIORAL HEALTH,Contractor Compliance Monitoring Services,0,2016-10-21T00:00:00.000Z,"PATHWAYS TO HOUSING DC, INC.",2017,313445
PO533176-V3,OFFICE OF CHIEF FINANCIAL OFFICER,"6150000:OFFICE SUPPLIES, GENERAL",7090.58,2016-10-25T00:00:00.000Z,MDM Office Systems DBA Standard Office Supply,2017,313446
PO550934,DEPARTMENT OF HEALTH,9625800:Professional Services (Not Otherwise Classified),5985,2016-10-05T00:00:00.000Z,"SkyBitz, Inc.",2017,313447
PO550688,DEPARTMENT OF BEHAVIORAL HEALTH,"9258400:Security Systems; Intruder and Smoke Detection/Engineering",94,2016-10-03T00:00:00.000Z,EMERGENCY 911 SECURITY,2017,313448
PO551568,DEPARTMENT ON DISABILITY SERVICES,9529300:Try-out Employment,5000,2016-10-14T00:00:00.000Z,"T and R staffing Healthcare, Inc.",2017,313449
PO553205,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",310.22,2016-10-31T00:00:00.000Z,"CDW Government, Inc.",2017,313450
PO556761,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,559.65,2016-12-21T00:00:00.000Z,GREAT AMERICAN CORP,2017,313451
PO556435,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TRAINING, ON-SITE, INSTRUCTOR LED",27258,2016-12-15T00:00:00.000Z,"DISCOVERY EDUCATION, INC.",2017,313452
PO555851,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",76.12,2016-12-06T00:00:00.000Z,THE AQUILINE GROUP,2017,313453
PO551938,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,688.85,2016-10-19T00:00:00.000Z,TRYST TRADING CO,2017,313454
PO555233,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9155133:DEVELOPMENT SERVICES, INTERNET APPLICATION",10100,2016-11-28T00:00:00.000Z,The Origins Program,2017,313455
PO549838,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9247800:Teaching and Instruction Services  (Including Elementary and Secondary Education, Higher Education and Adult Education)",2999,2016-10-03T00:00:00.000Z,MIND RESEARCH INSTITUTE,2017,313456
PO552619,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL DEVELOPMENT,450,2016-10-26T00:00:00.000Z,TWO RIVERS PCS,2017,313457
PO550244,STATE SUPERINTENDENT OF EDUCATION (OSSE),9625800:Professional Services (Not Otherwise Classified),250000,2016-10-03T00:00:00.000Z,Connections Therapy Center,2017,313458
PO556438,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,18.9,2016-12-15T00:00:00.000Z,SUPERIOR COURT OF DC,2017,313459
PO551492,DEPARTMENT OF BEHAVIORAL HEALTH,"Professional Services, Subcontractor and Contractor >25000",5041.1,2016-10-14T00:00:00.000Z,COMMUNITY CONNECTIONS,2017,313460
PO545121-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"6150557:ADHESIVE, PASTE, WHITE, FOR PAPER",96.44,2016-11-21T00:00:00.000Z,PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers,2017,313461
PO555171,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"4853712:CLEANER, ALL PURPOSE, MICRO-ORGANISM, LIQUID CONCENTRATE, DEODORANT/DISINFECTANT, FUNGICIDE",125.13,2016-11-23T00:00:00.000Z,General Merchandise Supplies,2017,313462
PO552727,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"6153321:DISPENSERS, FOR FAN-FOLDED POST-IT NOTES, PLASTIC",5000,2016-10-27T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,313463
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",13.79,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,313464
PO555330,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BINDERS, RECYCLED, 3 RING, LOOSE LEAF, POLYETHYLENE FLEXIBLE COVER FOR 11 IN. X 8-1/2 IN. SHEETS,. AVAILABLE IN ROYAL BLUE, WHITE, BLACK, GREEN, AND RED",9.99,2016-11-29T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,313465
PO549888,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9247800:Teaching and Instruction Services  (Including Elementary and Secondary Education, Higher Education and Adult Education)",15400,2016-10-03T00:00:00.000Z,"Curriculum Associates, LLC",2017,313466
